,Title,Air Date,Code,#,Descriptions,Cast,Season
266,PC Principal Final Justice,"December 9, 2015",1910,267,"The gentrification of South Park is pricing Randy right out of town. Meanwhile, Kyle’s distrust of Stan has broken their friendship and thrown Kyle into a dangerous alliance.","['Butters Stotch', 'Shelly Marsh', 'PC Principal', 'Classi', 'Principal Victoria', 'Stan Marsh', 'Stephen Stotch', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mr. Mackey', 'Nathan', 'Leslie Meyers', 'Kenny McCormick', 'Caitlyn Jenner', 'Charlotte', 'Jimbo Kern', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski']",19
267,Member Berries,"September 14, 2016",2001,268,Mr. Garrison is still on the campaign trail as the National Anthem gets a reboot by an American Icon.,"['J.J. Abrams', 'Butters Stotch', 'PC Principal', 'Craig Tucker', 'Nelly', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Bill Keegan', 'Bebe Stevens', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Caitlyn Jenner', 'Hillary Clinton', 'Jimbo Kern', 'Heidi Turner', 'Sharon Marsh', 'Matt Lauer', 'Gerald Broflovski', 'Wendy Testaburger']",20
268,Skank Hunt,"September 21, 2016",2002,269,"The boys decide they have to take down Cartman but meanwhile, Skank Hunt takes his rein of terror global.","['Butters Stotch', 'Dr. Wayne Schroeder', 'Nichole Daniels', 'Craig Tucker', 'Nelly', 'Freja Ollegard', 'Stan Marsh', 'Bebe Stevens', 'Scott Malkinson', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Annie Knitts', 'Kenny McCormick', 'Token Black', 'Gerald Broflovski', 'Sheila Broflovski', 'Wendy Testaburger']",20
269,The Damned,"September 28, 2016",2003,270,Gerald is thrilled with the media attention as he continues to troll everyone and anyone.,"['Butters Stotch', 'PC Principal', 'Craig Tucker', 'Freja Ollegard', 'Heidi (Simply Heidi)', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Lennart Bedrager', 'Officer Johnson', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Jimmy Valmer', 'Newt Gingrich', 'Kenny McCormick', 'Lester Holt', 'Hillary Clinton', 'Old Farmer', 'Token Black', 'Heidi Turner', 'Sharon Marsh', 'Gerald Broflovski', 'Sheila Broflovski']",20
270,Wieners Out,"October 12, 2016",2004,271,"Kyle feels tremendous guilt over the rift between the boys and the girls. When he tries to bring them together, things only get worse. The boys finally band together to stand up for their rights.","['Jason White', 'Sheila Broflovski', 'Clyde Donovan', 'Butters Stotch', 'Lennart Bedrager', 'Heidi Turner', 'PC Principal', 'Gerald Broflovski', 'Kenny McCormick', 'Dildo Shwaggins', 'Randy Marsh', 'Charlotte', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",20
271,Douche and a Danish,"October 19, 2016",2005,272,"The kids get pulled in to the search for the notorious Skankhunt42. Meanwhile, Gerald joins forces with the other trolls to stop Denmark from launching TrollTrace.com.","['Kevin Stoley', 'Butters Stotch', 'PC Principal', 'Tweek Tweak', 'Nichole Daniels', 'Craig Tucker', 'Nelly', 'Stan Marsh', 'Herbert Garrison', 'Bebe Stevens', 'Randy Marsh', 'Scott Malkinson', 'Eric Cartman', 'Kyle Broflovski', 'Jimmy Valmer', 'Clyde Donovan', 'Annie Knitts', 'Kenny McCormick', 'Douglas', 'Token Black', 'Heidi Turner', 'Lola', 'Gerald Broflovski', 'Dildo Shwaggins', 'Sheila Broflovski', 'Wendy Testaburger']",20
272,Fort Collins,"October 26, 2016",2006,273,An entire city in Colorado gets hacked. Gerald and Cartman may lose everything when their complete history of internet activity becomes public.,"['Father and Handicapped Daughter', 'Herbert Garrison', 'Lennart Bedrager', 'Heidi Turner', 'Anthony Webster', 'Gerald Broflovski', 'Kenny McCormick', 'Caitlyn Jenner', 'Hillary Clinton', 'Dildo Shwaggins', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman']",20
273,"Oh, Jeez","November 9, 2016",2007,274,PC Principal tries one more time to make peace between the boys and the girls. Meanwhile Gerald comes face-to-face with the Troll Hunter.,"['Anonymous821', 'Butters Stotch', 'Shelly Marsh', 'Linda Stotch', 'PC Principal', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Lennart Bedrager', 'Bill Keegan', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Bill Clinton', 'Kenny McCormick', 'Caitlyn Jenner', 'Hillary Clinton', 'Heidi Turner', 'Sharon Marsh', 'Gerald Broflovski', 'Sheila Broflovski', 'Bill Cosby']",20
274,Members Only,"November 16, 2016",2008,275,"Gerald tries anything to escape the Troll Hunter’s revenge. Meanwhile, Cartman and Heidi make their way to SpaceX to try to get on the first rocket leaving for Mars.","['Anonymous821', 'Eduardo Hernandez', 'Butters Stotch', 'General Revaur', 'Elon Musk', 'PC Principal', 'Vladimir Putin', 'Stephen Stotch', 'Herbert Garrison', 'Lennart Bedrager', 'Boris Johnson', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Mr. Mackey', 'Steve Bannon', 'Kenny McCormick', 'Caitlyn Jenner', 'Heidi Turner', 'Gerald Broflovski', 'Sheila Broflovski']",20
275,Not Funny,"November 30, 2016",2009,276,Cartman is certain Heidi can solve the problem of getting them to Mars because she’s really funny. Gerald tries to save himself by reasoning with the Troll Hunter while Garrison explores his new found military power.,"['Anonymous821', 'Butters Stotch', 'Elon Musk', 'Laura Tucker', 'Mr. Slave', 'Stephen Stotch', 'Herbert Garrison', 'Lennart Bedrager', 'Harrison Yates', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Kenny McCormick', 'Heidi Turner', 'Gerald Broflovski', 'Dildo Shwaggins', 'Father Maxi', 'Sheila Broflovski']",20
276,The End of Serialization as We Know It,"December 7, 2016",2010,277,"As TROLLTRACE goes live, Sheila logs on to see Gerald’s on-line activity. At SpaceX, Cartman tries to convince the scientists that going to Mars is a bad idea. And defying their mom, Kyle and Ike get all the kids together to try to save the world from certain destruction..","['Kevin Stoley', 'Butters Stotch', 'General Revaur', 'Elon Musk', 'Laura Tucker', 'Craig Tucker', 'Stan Marsh', 'Herbert Garrison', 'Lennart Bedrager', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Kenny McCormick', 'Dave Beckett', 'Token Black', 'Heidi Turner', 'Gerald Broflovski', 'Dildo Shwaggins', 'Sheila Broflovski']",20
277,White People Renovating Houses,"September 13, 2017",2101,278,Randy comes to grips with what it means to be white in today’s society.,"['Jim Bob', 'Darryl Weathers', 'Butters Stotch', 'Stan Marsh', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Park County Courthouse Judge', 'Kenny McCormick', 'Tucker Rae', 'Token Black', 'Heidi Turner', 'Alexa', 'Sharon Marsh', 'Liane Cartman', 'Redneck with Brown Shirt']",21
278,Put It Down,"September 20, 2017",2102,279,"When Tweek is caught in the middle of a petty conflict, it drives his relationship with Craig to the brink.","['Richard Tweak', 'Kelly Morris', 'Butters Stotch', 'Token Black', 'Heidi Turner', 'Hannah Williams', 'Henry Kline', 'PC Principal', 'Lola', 'Meagan Ridley', 'Kenny McCormick', 'Gary Borkovec', 'Craig Tucker', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Tweek Tweak', 'Stan Marsh']",21
279,Holiday Special,"September 27, 2017",2103,280,"In a return to form, a forbidden love story between a white man and a Native American man unfolds.","['Butters Stotch', 'Shelly Marsh', 'Peter Galtman', 'Sharon Marsh', 'Kenny McCormick', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Bill Yellow Hawk', 'Stan Marsh']",21
280,Franchise Prequel,"October 11, 2017",2104,281,Facebook is the ultimate weapon for Professor Chaos.,"['Butters Stotch', 'Linda Stotch', 'Craig Tucker', 'The Coon (Character)', 'Stan Marsh', 'Adam Borque', 'Mark Zuckerberg', 'Stephen Stotch', 'Thomas Tucker', 'Mrs. Tweak', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Jimmy Valmer', 'Steve Black', 'Wilson Aubry', 'Sarah Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Token Black', 'Heidi Turner', 'Mysterion', 'Richard Tweak', 'Tweek Tweak']",21
281,Hummels & Heroin,"October 18, 2017",2105,282,Beloved entertainers are being cut down in their prime due to massive overdoses of opiates. Stan is about to be exposed as the source of the illegal drugs.,"['Marcus Preston', 'Annie', 'Butters Stotch', 'Marvin Marsh', 'Beatrice McGullicutty', 'Kenny McCormick', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Chuck E. Cheese', 'Stan Marsh']",21
282,Sons A Witches,"October 25, 2017",2106,283,"At the annual Halloween get together, a witch casts a spell that terrorizes everyone in South Park.","['Butters Stotch', 'Thomas Turner', 'Stan Marsh', 'Stephen Stotch', 'Thomas Tucker', 'Herbert Garrison', 'Mayor McDaniels', 'Harrison Yates', 'Scott Malkinson', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Jimmy Valmer', 'Ryan Valmer', 'Stuart McCormick', 'Nancy Turner', 'Roger Donovan', 'Kenny McCormick', 'Token Black', 'Heidi Turner', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Chip Duncan', 'Richard Tweak']",21
283,Doubling Down,"November 8, 2017",2107,284,Kyle is playing with fire when he gets in the middle of Cartman and Heidi’s relationship.,"['Butters Stotch', 'Nichole Daniels', 'Linda Black', 'Stan Marsh', 'Millie Larsen', 'Herbert Garrison', 'Bill Keegan', 'Bebe Stevens', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Jimmy Valmer', 'Annie Knitts', 'Paul Ryan', 'Kenny McCormick', 'Token Black', 'Heidi Turner', 'Liane Cartman', 'Lola', 'Wendy Testaburger']",21
284,Moss Piglets,"November 15, 2017",2108,285,Jimmy and Timmy’s experiment could win them first prize in the annual science fair.,"['Timmy Burch', 'Butters Stotch', 'PC Principal', 'Nichole Daniels', 'Nelly', 'Mimsy', 'Stan Marsh', 'Millie Larsen', 'Steve', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Nathan', 'Kenny McCormick', 'Theresa', 'Roger Goodell', 'Isla', 'Heidi Turner', 'Wendy Testaburger']",21
285,SUPER HARD PCness,"November 29, 2017",2109,286,It’s never been more challenging to be a PC Principal.,"['Mr. Mackey', 'Butters Stotch', 'Michael Jackson', 'Heidi Turner', 'Richard Adler', 'PC Principal', 'Heather Conduct', 'Kenny McCormick', 'Craig Tucker', 'Wendy Testaburger', 'Kyle Broflovski', 'Eric Cartman', 'Tweek Tweak', 'Stan Marsh']",21
286,Splatty Tomato,"December 6, 2017",2110,287,The children of South Park claim to have seen Mr. Garrison lurking around town. The townspeople are angry that the President is scaring their children.,"['Butters Stotch', 'Mrs. White', 'PC Principal', 'Laura Tucker', 'Crystal White', 'Craig Tucker', 'Thomas Turner', 'Linda Black', 'Stan Marsh', 'Herbert Garrison', 'Mayor McDaniels', 'Bill Keegan', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Randy Marsh', 'Nancy Turner', 'Officer Bright', 'Roger Donovan', 'Kenny McCormick', 'Jimbo Kern', 'Heidi Turner', 'Sharon Marsh', 'Justin Trudeau', 'Bob White', 'Sheila Broflovski', 'Richard Tweak', 'Tweek Tweak']",21
287,Dead Kids,"September 26, 2018",2201,288,Randy is desperate to help Sharon get her emotions under control and Cartman unexpectedly fails his math test.,"['Butters Stotch', 'Linda Stotch', 'Laura Tucker', 'PC Principal', 'Nichole Daniels', 'Craig Tucker', 'Linda Black', 'Stan Marsh', 'Stephen Stotch', 'Bill Keegan', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Ryan Valmer', 'Harriet Biggle', 'Mr. Mackey', 'Kenny McCormick', 'Token Black', 'Sharon Marsh']",22
288,A Boy And A Priest,"October 3, 2018",2202,289,"A very special relationship has developed between Butters and the Parish Priest. When the town finds the church doors locked and no sign of the pair, they call in the Catholic Church","['Stephen Stotch', 'Stuart McCormick', 'Clyde Donovan', 'Mr. Mackey', 'Butters Stotch', 'Shelly Marsh', 'Linda Stotch', 'Sharon Marsh', 'Kenny McCormick', 'Randy Marsh', 'Father Maxi', 'Kyle Broflovski', 'Eric Cartman', 'Jimbo Kern', 'Ryan Valmer', 'Stan Marsh']",22
289,The Problem with a Poo,"October 10, 2018",2203,290,Mr. Hankey’s offensive behavior puts him in jeopardy of being fired as the Director of the Annual Christmas Pageant.,"['Mrs. Testaburger', 'Man with Orange Shirt', 'PC Principal', 'Mr. Hankey', 'Elderly Woman with Blue-Gray Blouse', 'Gerald Broflovski', 'Kenny McCormick', 'Mayor McDaniels', 'Craig Tucker', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Stan Marsh']",22
290,Tegridy Farms,"October 17, 2018",2204,291,"Butters is selling vape pens and all kinds of fruity-flavored vape accessories at school. Meanwhile, Randy decides he should move the family to the country and take up farming.","['Mr. Mackey', 'Butters Stotch', 'Quaid', 'Blaze', 'Sharon Marsh', 'Kenny McCormick', 'Peter Nelson', 'Randy Marsh', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",22
291,The Scoots,"October 31, 2018",2205,292,The kids plan to use the latest revolution in mobility to get more candy on Halloween than they have ever gotten before.,"['Butters Stotch', 'Linda Stotch', 'Lolly the Candy Man', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Jimbo Kern', 'Token Black', 'Sharon Marsh', 'Gerald Broflovski', 'Richard Tweak', 'Wendy Testaburger']",22
292,Time To Get Cereal,"November 7, 2018",2206,293,"When dead citizens start popping up all over town, the boys realize they need Al Gore’s help. The boys are willing to do almost anything to save the town, and themselves, but it may be just too late.","['Satan', 'Maggie Yates', 'Mr. Mackey', 'Marvin Marsh', 'Kenny McCormick', 'Al Gore', 'Randy Marsh', 'Ned Gerblanski', 'Kyle Broflovski', 'Eric Cartman', 'Harrison Yates', 'Jimbo Kern', 'Stan Marsh']",22
293,Nobody Got Cereal?,"November 14, 2018",2207,294,The boys break out of jail and are on the run from the police and ManBearPig.,"['Stephen Stotch', 'Satan', 'Maggie Yates', 'Marvin Marsh', 'Kenny McCormick', 'Al Gore', 'Randy Marsh', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Hugh', 'Stan Marsh']",22
294,Buddha Box,"November 28, 2018",2208,295,Cartman just can’t deal with people any longer. They get in the way of what’s most important in his life.,"['PC Babies', 'Mr. Mackey', 'Token Black', 'Blaze', 'Spinny Mountain Records Producer', 'Liane Cartman', 'PC Principal', 'Mayor McDaniels', 'Kenny McCormick', 'Craig Tucker', 'Bruce', 'Kyle Broflovski', 'Eric Cartman', 'Tweek Tweak', 'Stan Marsh']",22
295,Unfulfilled,"December 5, 2018",2209,296,The citizens of South Park are enjoying all the perks of being a company town when the Amazon Fulfillment Center moves in. Everything is just swell until the contradictions inherent in capitalism threaten to bring down the entire system down.,"['Porsche', 'Butters Stotch', 'Linda Stotch', 'Larry Zewiski', 'Mercedes', 'Josh Carter', 'Stan Marsh', 'Stephen Stotch', 'Mayor McDaniels', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Janson', 'Stuart McCormick', 'Kenny McCormick', 'Liane Cartman', 'Jeff Bezos', 'Skeeter', 'Richard Tweak']",22
296,Bike Parade,"December 12, 2018",2210,297,"Despite the chaos at the Amazon Fulfillment Center, the Bike Parade is still on. The boys’ chance of winning is in jeopardy when Kenny resists commercialism in solidarity with the striking workers.","['Butters Stotch', 'Linda Stotch', 'Larry Zewiski', 'Josh Carter', 'Stan Marsh', 'Stephen Stotch', 'Mayor McDaniels', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Sarah Valmer', 'Stuart McCormick', 'Mr. Mackey', 'Santa Claus', 'Kenny McCormick', 'Tom Thompson', 'Alexa', 'Sharon Marsh', 'Jeff Bezos', 'Gerald Broflovski', 'Richard Tweak', 'Sally Darson']",22
297,Mexican Joker,"September 25, 2019",2301,298,"In the pilot episode of the new hit series, Tegridy Farms, Randy battles home-grown weed and comes to terms with the fact that he might be a towel. Meanwhile, Kyle goes to camp.","['Stephen Stotch', 'Sheila Broflovski', 'Mr. Mackey', 'Sharon Marsh', 'Gerald Broflovski', 'Kenny McCormick', 'Randy Marsh', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Jimbo Kern', 'Stan Marsh']",23
298,Band in China,"October 2, 2019",2302,299,"Randy lands himself in big trouble on a visit to China. Meanwhile, Stan starts a band to work out his frustration over having to move away from South Park.","['Stephen Stotch', 'Dave Fitzsimmons', 'Mr. Mackey', 'Butters Stotch', 'Linda Stotch', 'Mickey Mouse', 'Spinny Mountain Records Producer', 'Sharon Marsh', 'Mayor McDaniels', 'Thor', 'Kenny McCormick', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Chinese Shopkeeper', 'Stan Marsh']",23
299,Shots!!!,"October 9, 2019",2303,300,"This week, Randy revels in a Tegridy Farms milestone. Meanwhile, Cartman stands his ground and refuses to get a shot.","['Butters Stotch', 'Shelly Marsh', 'Linda Stotch', 'PC Principal', 'Big Mesquite Murph', 'Stan Marsh', 'Stephen Stotch', 'Thomas Tucker', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Stuart McCormick', 'Kenny McCormick', 'Jimbo Kern', 'Token Black', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Sheila Broflovski', 'Richard Tweak']",23
300,Let Them Eat Goo,"October 16, 2019",2304,301,The citizens of South Park are moving toward a completely plant-based diet. Cartman is pretty sure the new food in the cafeteria gave him a heart attack.,"['Rick', 'Vegan Boy', 'Mr. Mackey', 'Millie Larsen', 'Butters Stotch', 'Token Black', 'PC Principal', 'Gerald Broflovski', 'Kenny McCormick', 'Tuong Lu Kim', 'Nichole Daniels', 'Craig Tucker', 'Two Farmers', 'Randy Marsh', 'Eric Cartman', 'Wendy Testaburger', 'Stan Marsh']",23
301,Tegridy Farms Halloween Special,"October 30, 2019",2305,302,It’s Halloween and Randy is dealing with his daughter’s marijuana problem. Butters gets an unexpected surprise when he visits the Egyptian Artifact exhibit at the Denver Museum.,"['Officer Stevens', 'Stephen Stotch', 'Mr. Mackey', 'Token Black', 'Butters Stotch', 'Shelly Marsh', 'Sharon Marsh', 'PC Principal', 'Kenny McCormick', 'Randy Marsh', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Old Farmer', 'Stan Marsh']",23
302,Season Finale,"November 6, 2019",2306,303,The Mayor has evidence that Randy blew up his neighbor’s yards in protest over homegrown weed and then blamed it on a Mexican Joker. Now the citizens of South Park have had enough of Randy and Tegridy Farms and they just want to lock him up.,"['Jason White', 'Sheila Broflovski', 'Butters Stotch', 'Shelly Marsh', 'Mrs. White', 'Herbert Garrison', 'Sharon Marsh', 'Mayor McDaniels', 'Crystal White', 'Kenny McCormick', 'Randy Marsh', 'Father Maxi', 'Kyle Broflovski', 'Eric Cartman', 'Linda Black', 'Officer Peterson', 'Man with Orange Shirt', 'Stan Marsh']",23
303,Board Girls,"November 13, 2019",2307,304,"In the season opener, an even stronger woman causes big problems for PC Principal. Cartman, Stan, and the rest of the boys meet their match when some of the girls join their board gamers club.","['PC Babies', 'David Perry', 'MMA Host', 'Clyde Donovan', 'Mr. Mackey', 'Butters Stotch', 'Scott Malkinson', 'Janet Spears', 'PC Principal', 'Heather Swanson', 'Kelly Pinkerton-Tinfurter', 'Kenny McCormick', 'Nichole Daniels', 'Kyle Broflovski', 'Eric Cartman', 'Tammy Nelson', 'Anderson Cooper', 'Stan Marsh']",23
304,Turd Burglars,"November 27, 2019",2308,305,Kyle’s mom looks so good after her fecal transplant that everyone wants to get their hands on her goods. Cartman and the boys jump into the quest for the best microbiome.,"['Mrs. Testaburger', 'Sheila Broflovski', 'Mr. Mackey', 'Linda Stotch', 'Laura Tucker', 'Kenny McCormick', 'Tom Brady Publicist', 'Dr. Gauche', 'Theresa', 'Harrison Yates', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Mabel Gonzalez', 'Tom Brady', 'Harriet Biggle', 'Stan Marsh']",23
305,Basic Cable,"December 4, 2019",2309,306,Scott Malkinson’s future with the new girl in his class depends on him getting the latest and greatest streaming platform. Scott’s dad works for the local cable company and refuses to move beyond basic cable.,"['Katherine and Katie Queef', 'Timmy Burch', 'Linda Stotch', 'Pete', 'Stan Marsh', 'Stephen Stotch', 'PC Babies', 'Dean', 'Scott Malkinson', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Nathan', 'Kenny McCormick', 'Clark Malkinson', 'Sophie Gray', 'Bob White', 'Mrs. Gray']",23
306,Christmas Snow,"December 11, 2019",2310,307,It's a bleak Christmas Season in South Park this year and it's all Santa's fault. He is single handedly stealing the joy from the holiday. The town just wants their Christmas Spirit back but that will take a Christmas miracle.,"['Butters Stotch', 'Linda Stotch', 'Shelly Marsh', 'Mr. Testaburger', 'Laura Tucker', 'Craig Tucker', 'Linda Black', 'Stephen Stotch', 'Thomas Tucker', 'Mrs. Tweak', 'Mayor McDaniels', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Janson', 'Mr. Mackey', 'Santa Claus', 'Kenny McCormick', 'Jason Bell', 'Liane Cartman', 'Gerald Broflovski', 'Skeeter', 'Bob White', 'Richard Tweak']",23
307,The Pandemic Special,"September 30, 2020",2401,308,"Randy comes to terms with his role in the COVID-19 outbreak as the on-going pandemic presents continued challenges to the citizens of South Park. The kids happily head back to school but nothing resembles the normal that they once knew; not their teachers, not their homeroom, not even Eric Cartman.","['Timmy Burch', 'Butters Stotch', 'Shelly Marsh', 'Craig Tucker', 'Dr. Doctor', 'Mr. McArthur', 'Man with Orange Shirt', 'Stan Marsh', 'Chief Scientist', 'Stephen Stotch', 'Carol McCormick', 'Thomas Tucker', 'Herbert Garrison', 'Mrs. Tweak', 'Mayor McDaniels', 'Bill Keegan', 'Officer Johnson', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mrs. Testaburger', 'Clyde Donovan', 'Mr. Mackey', 'Roger Donovan', 'Mickey Mouse', 'Delivery Express Man', 'Kenny McCormick', 'Jimbo Kern', 'James (Build-A-Bear)', 'Tom (Newsman)', 'Token Black', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Sheila Broflovski', 'Anthony Fauci', 'Wendy Testaburger']",24
308,South ParQ Vaccination Special,"March 10, 2021",2402,309,The citizens of South ParQ are clamoring for the COVID-19 vaccine. A hilarious new militant group tries to stop the boys from getting their teacher vaccinated.,"['Butters Stotch', 'Marvin Marsh', 'Jake Angeli', 'Red McArthur', 'PC Principal', 'Man with Burgundy Coat', 'Crystal White', 'Craig Tucker', 'Elderly Woman in Wheelchair', 'Man with Green Coat', 'Stan Marsh', 'Margaret Nelson', 'Stephen Stotch', 'Female QAnon Tutor', 'Herbert Garrison', 'Ellen Malkinson', 'Richard Adler', 'Bill Keegan', 'Thompson', 'Bebe Stevens', 'Scott Malkinson', 'Kyle Broflovski', 'Eric Cartman', 'Randy Marsh', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Mr. Service', 'Walgreens Pharmacist', 'Tom (Newsman)', 'Clark Malkinson', 'Elderly Woman with Blue-Gray Blouse', 'Lola', 'Gerald Broflovski', 'Bob White', 'Father Maxi', 'Walgreens Bouncer', 'Richard Tweak', 'Dr. Alphonse Mephesto']",24
